text_container_index,entity_urn,entity_text,entity_type,confidence,entity_link,wikidata_id,linked_by,aligned_translation_location,entity_type_changed?,
1,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.2@Θεμιστοκλέους[1],Θεμιστοκλέους,PER,0.9959456325,https://topostext.org/people/77,Q179552,JF,1.1.2@Themistocles[5],,
1,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.2@Παρθενῶνα[1],Παρθενῶνα,LOC,0.843772471,https://topostext.org/place/380237SAth,Q10288,JF,1.1.2@Parthenon ,,
1,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.2@Θεμιστοκλῆς[2],Θεμιστοκλῆς,PER,0.9979194999,https://topostext.org/people/77,Q179552,JF,1.1.2@Themistocles[6],,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Πειραιεῖ[1],Πειραιεῖ,LOC,0.993981421,https://topostext.org/place/379236HPei,Q13426467,JF,1.1.3@Peiraieus ,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Ἀθηνᾶς[1],Ἀθηνᾶς,PER,0.930996716,https://topostext.org/people/11,Q37122,JF,1.1.3@Athena ,y,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Διὸς[1],Διὸς,PER,0.994908154,https://topostext.org/people/1,Q34201,JF,1.1.3@Zeus,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Νίκην[1],Νίκην,PER,0.6170544028,https://topostext.org/people/335,Q165023,JF,1.1.3@Nike,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Ἀθηνᾶ[2],Ἀθηνᾶ,PER,0.9882802963,https://topostext.org/people/11,Q37122,JF,1.1.3@Athena[2],y,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Λεωσθένην[1],Λεωσθένην,PER,0.8850919008,https://topostext.org/people/1096,Q183109,JF,1.1.3@Leosthenes ,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Ἀθηναίοις[1],Ἀθηναίοις,MISC,0.9934464097,https://topostext.org/place/380237PAth,Q120096553,JF,1.1.3@Athenians ,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Ἕλλησιν[1],Ἕλλησιν,MISC,0.9925794005,,Q101242814,JF,1.1.3@Greeks ,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Μακεδόνας[1],Μακεδόνας,MISC,0.984316051,,Q1401272,JF,1.1.3@Macedonians ,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Βοιωτοῖς[1],Βοιωτοῖς,LOC,0.5391286016,https://topostext.org/place/384233RBoi,Q187570,JF,1.1.3@Boeotia ,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Θερμοπυλῶν[1],Θερμοπυλῶν,LOC,0.9951092601,https://topostext.org/place/388225FThe,Q194450,JF,1.1.3@Thermopylae ,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Λάμιαν[1],Λάμιαν,LOC,0.9247938395,https://topostext.org/place/389224PLam,Q192980,JF,1.1.3@Lamia ,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Οἴτης[1],Οἴτης,LOC,0.6852419376,https://topostext.org/place/388223LOit,Q132378,JF,1.1.3@Oitē,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Λεωσθένην[2],Λεωσθένην,PER,0.548201561,https://topostext.org/people/1096,Q183109,JF,1.1.3@Leosthenes [2],,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Ἀρκεσίλαος[1],Ἀρκεσίλαος,PER,0.9955101013,https://topostext.org/people/18380,Q21866989,JF,1.1.3@Arkesilaos,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Ζεὺς[1],Ζεὺς,PER,0.9939834476,https://topostext.org/people/1,Q34201,JF,1.1.3@Zeus[2],,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Δῆμος[1],Δῆμος,PER,0.8330559731,https://topostext.org/people/12685,Q4157689,JF,1.1.3@Dēmos,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Λεωχάρους[1],Λεωχάρους,PER,0.9514504075,https://topostext.org/people/2002,Q323430,JF,1.1.3@Leokhares,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Κόνων[1],Κόνων,PER,0.7389894724,https://topostext.org/people/164,Q363832,JF,1.1.3@Konon,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Ἀφροδίτης[1],Ἀφροδίτης,PER,0.9935488105,https://topostext.org/people/15,Q35500,JF,1.1.3@Aphrodite,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Λακεδαιμονίων[1],Λακεδαιμονίων,MISC,0.9931857586,,Q132201733,JF,1.1.3@Lacedaemonian ,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Καρικῇ[1],Καρικῇ,LOC,0.8535537124,https://topostext.org/place/370287RKar,Q193214,JF,1.1.3@Carian ,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@χερρονήσῳ[1],χερρονήσῳ,LOC,0.5903109908,https://topostext.org/place/446335UChe,Q638445,JF,,,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Κνίδιοι[1],Κνίδιοι,MISC,0.9834234715,,Q8250437,JF,1.1.3@Knidos ,y,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Ἀφροδίτην[1],Ἀφροδίτην,PER,0.9940833449,https://topostext.org/people/15,Q35500,JF,1.1.3@Aphrodite[2],,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Δωρίτιδος[1],Δωρίτιδος,PER,0.9898818135,https://topostext.org/people/12675,Q60183934,JF,1.1.3@Doritis ,y,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Ἀκραίας[1],Ἀκραίας,PER,0.7352565527,https://topostext.org/people/12666,Q420733,JF,1.1.3@Akraia ,y,
2,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.3@Κνίδιοι[1],Κνίδιοι,MISC,0.9591844678,,Q8250437,JF,1.1.3@Knidos,,
3,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.4@Ἀθηναίοις[1],Ἀθηναίοις,MISC,0.9874058366,https://topostext.org/place/380237PAth,Q120096553,JF,1.1.4@Athenians ,,
3,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.4@Μουνυχίᾳ[1],Μουνυχίᾳ,LOC,0.8358963728,https://topostext.org/place/379237HMou,Q1611219,JF,1.1.4@Mounukhia,,
3,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.4@Μουνυχίας[1],Μουνυχίας,PER,0.5520575643,https://topostext.org/people/17476,Q107351283,JF,1.1.4@Mounukhia[2],y,
3,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.4@Ἀρτέμιδος[1],Ἀρτέμιδος,PER,0.9948557615,https://topostext.org/people/28,Q39503,JF,1.1.4@Artemis ,,
3,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.4@Φαληρῷ[1],Φαληρῷ,LOC,0.6424328089,https://topostext.org/place/379237DPha,Q534927,JF,1.1.4@Phaleron,,
3,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.4@Δήμητρος[1],Δήμητρος,PER,0.9951162338,https://topostext.org/people/48,Q40730,JF,1.1.4@Demeter,,
3,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.4@Σκιράδος[1],Σκιράδος,PER,0.7500968575,https://topostext.org/people/14308,Q107326431,JF,1.1.4@Skiras,y,
3,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.4@Ἀθηνᾶς[1],Ἀθηνᾶς,LOC,0.8870826364,https://topostext.org/people/11,Q37122,JF,1.1.4@Athena ,,
3,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.4@Διὸς[1],Διὸς,PER,0.9952036142,https://topostext.org/people/1,Q34201,JF,1.1.4@Zeus ,,
3,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.4@Θησέως[1],Θησέως,PER,0.9840966463,https://topostext.org/people/57,Q1320718,JF,1.1.4@Theseus ,,
3,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.4@Φαληροῦ[1],Φαληροῦ,PER,0.9576388597,https://topostext.org/people/4363,Q638008,JF,1.1.4@Phaleros,y,
3,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.4@Φαληρὸν[1],Φαληρὸν,PER,0.9658168554,https://topostext.org/people/4363,Q638008,JF,1.1.4@Phaleros[2],y,
3,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.4@Ἀθηναῖοι[1],Ἀθηναῖοι,MISC,0.9963343143,https://topostext.org/place/380237PAth,Q120096553,JF,1.1.4@Athenians ,,
3,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.4@Ἰάσονός[1],Ἰάσονός,PER,0.9963645339,https://topostext.org/people/2578,Q176758,JF,1.1.4@Jason,,
3,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.4@Ἀνδρόγεω[1],Ἀνδρόγεω,PER,0.3939729631,https://topostext.org/people/1463,Q512388,JF,1.1.4@Androgeōs,,
3,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.4@Μίνω[1],Μίνω,PER,0.9895215034,https://topostext.org/people/119,Q23168,JF,1.1.4@Minos,,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Μήδων[1],Μήδων,MISC,0.9955925345,https://topostext.org/people/3313,Q13527812,JF,1.1.5@Persian,,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Κωλιάδος[1],Κωλιάδος,PER,0.7529399395,https://topostext.org/people/17468,Q107349737,JF,1.1.5@Kōlias,y,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Ἀφροδίτης[1],Ἀφροδίτης,PER,0.9971363544,https://topostext.org/people/15,Q35500,JF,1.1.5@Aphrodite ,,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Φωκαεῦσι[1],Φωκαεῦσι,MISC,0.9878414273,https://topostext.org/place/387268UPho,Q8251123,JF,1.1.5@Phokaia ,,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Ἰωνίᾳ[1],Ἰωνίᾳ,LOC,0.9912754297,https://topostext.org/place/375275RIon,Q620874,JF,1.1.5@Ionia,,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Ἀθήνας[1],Ἀθήνας,LOC,0.9840825796,https://topostext.org/place/380237PAth,Q844930,JF,1.1.5@Athens ,,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Φαληροῦ[1],Φαληροῦ,LOC,0.9855266809,https://topostext.org/place/379237DPha,Q534927,JF,1.1.5@Phaleron ,,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Ἥρας[1],Ἥρας,PER,0.9956369996,https://topostext.org/people/19,Q38012,JF,1.1.5@Hērā ,,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Μαρδόνιόν[1],Μαρδόνιόν,PER,0.9737741947,https://topostext.org/people/14068,Q155063,JF,1.1.5@Mardonios,,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Ἀλκαμένους[1],Ἀλκαμένους,PER,0.9967728257,https://topostext.org/people/14930,Q505640,JF,1.1.5@Alkamenes,,
4,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.1.5@Μῆδος[1],Μῆδος,MISC,0.6291281581,https://topostext.org/people/3313,Q13527812,JF,1.1.5@Persians,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Ἀντιόπης[1],Ἀντιόπης,PER,0.9870981574,https://topostext.org/people/13123,Q580862,JF,1.2.1@Antiope ,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Ἀντιόπην[1],Ἀντιόπην,PER,0.9747536182,https://topostext.org/people/13123,Q580862,JF,1.2.1@Antiope[2],,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Πίνδαρος[1],Πίνδαρος,PER,0.9722959995,https://topostext.org/people/166,Q134929,JF,1.2.1@Pindar ,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Πειρίθου[1],Πειρίθου,PER,0.9956340194,https://topostext.org/people/1493,Q502156,JF,1.2.1@Peirithoös ,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Θησέως[1],Θησέως,PER,0.9984571934,https://topostext.org/people/57,Q1320718,JF,1.2.1@Theseus,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Τροιζηνίῳ[1],Τροιζηνίῳ,LOC,0.9604790807,https://pleiades.stoa.org/places/570756,Q581494,JF,1.2.1@Troizen ,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Ἡρακλέα[1],Ἡρακλέα,PER,0.9964358807,https://topostext.org/people/4,Q122248,JF,1.2.1@Hēraklēs ,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Θερμώδοντι[1],Θερμώδοντι,LOC,0.9655303955,https://topostext.org/place/412369WThe,Q684421,JF,1.2.1@Thermodon,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Θησέως[2],Θησέως,PER,0.9970818162,https://topostext.org/people/57,Q1320718,JF,1.2.1@Theseus[2],,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Ἀντιόπην[2],Ἀντιόπην,PER,0.9789543748,https://topostext.org/people/13123,Q580862,JF,1.2.1@Antiope[3],,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Ἡρακλεῖ[1],Ἡρακλεῖ,PER,0.9967609048,https://topostext.org/people/4,Q122248,JF,1.2.1@Hēraklēs ,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Θησέα[1],Θησέα,PER,0.9963923097,https://topostext.org/people/57,Q1320718,JF,1.2.1@Theseus[3],,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Ἀθηναῖοι[1],Ἀθηναῖοι,MISC,0.9952685237,https://topostext.org/place/380237PAth,Q120096553,JF,1.2.1@Athenians ,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Ἀντιόπην[1],Ἀντιόπην,PER,0.9837110639,https://topostext.org/people/13123,Q580862,JF,1.2.1@Antiope ,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Μολπαδίαν[1],Μολπαδίαν,PER,0.4121082127,https://topostext.org/people/4349,Q2608554,JF,1.2.1@Molpadia ,,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Θησέως[2],Θησέως,PER,0.996158421,https://topostext.org/people/57,Q1320718,JF,1.2.1@Theseus[4],,
5,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.1@Ἀθηναίοις[1],Ἀθηναίοις,MISC,0.9909569621,https://topostext.org/place/380237PAth,Q120096553,JF,1.2.1@Athenians ,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Πειραιῶς[1],Πειραιῶς,LOC,0.9910873771,https://topostext.org/place/379236HPei,Q13426467,JF,1.2.2@Peiraieus  ,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Κόνων[1],Κόνων,PER,0.9868445396,https://topostext.org/people/164,Q363832,JF,1.2.2@Konon ,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Κνίδῳ[1],Κνίδῳ,LOC,0.9547172785,https://topostext.org/place/367274PKni,Q690575,JF,1.2.2@Knidos,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Θεμιστοκλέους[1],Θεμιστοκλέους,PER,0.9974650145,https://topostext.org/people/77,Q179552,JF,1.2.2@Themistocles ,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Μήδων[1],Μήδων,MISC,0.9960389137,https://topostext.org/people/3313,Q13527812,JF,1.2.2@Persians ,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Μενάνδρου[1],Μενάνδρου,PER,0.9953012466,https://topostext.org/people/156,Q118992,JF,1.2.2@Menander,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Διοπείθους[1],Διοπείθους,PER,0.9961016178,https://topostext.org/people/1626,Q3781404,JF,1.2.2@Diopeithes,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Εὐριπίδου[1],Εὐριπίδου,PER,0.9951978326,https://topostext.org/people/75,Q48305,JF,1.2.2@Euripides,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Εὐριπίδης[1],Εὐριπίδης,PER,0.9973880649,https://topostext.org/people/75,Q48305,JF,1.2.2@Euripides[2],,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Μακεδονίᾳ[1],Μακεδονίᾳ,LOC,0.971018672,https://topostext.org/place/408225RMak,Q81734,JF,1.2.2@Macedonia,,
6,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.2@Ἀρχέλαον[1],Ἀρχέλαον,PER,0.9849774837,https://topostext.org/people/12356,Q26846,JF,1.2.2@Arkhelaos ,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Πολυκράτει[1],Πολυκράτει,PER,0.9928841591,https://topostext.org/people/14868,Q294840,JF,1.2.3@Polycrates,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Σάμου[1],Σάμου,LOC,0.9596644044,https://topostext.org/place/377269PSam,Q13580795,JF,1.2.3@Samos,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Ἀνακρέων[1],Ἀνακρέων,PER,0.9963672161,https://topostext.org/people/543,Q213484,JF,1.2.3@Anacreon ,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Συρακούσας[1],Συρακούσας,LOC,0.9807852507,https://topostext.org/place/371153PSyr,Q4420718,JF,1.2.3@Syracuse,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Ἱέρωνα[1],Ἱέρωνα,PER,0.9977109432,https://topostext.org/people/12600,Q335634,JF,1.2.3@Hieron ,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Αἰσχύλος[1],Αἰσχύλος,PER,0.9693750143,https://topostext.org/people/174,Q40939,JF,1.2.3@Aeschylus ,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Σιμωνίδης[1],Σιμωνίδης,PER,0.9985672235,https://topostext.org/people/262,Q273003,JF,1.2.3@Simonides ,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Διονυσίῳ[1],Διονυσίῳ,PER,0.997949779,https://topostext.org/people/13043,Q332750,JF,1.2.3@Dionysius,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Σικελίᾳ[1],Σικελίᾳ,LOC,0.989744246,https://topostext.org/place/376145RSic,Q4951156,JF,1.2.3@Sicily ,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Φιλόξενος[1],Φιλόξενος,PER,0.9970968962,https://topostext.org/people/14212,Q138664,JF,1.2.3@Philoxenos,,
7,urn:cts:greekLit:tlg0525.tlg001.perseus-grc2:1.2.3@Ἀντιγόνῳ[1],Ἀντιγόνῳ,PER,0.9978421926,https://topostext.org/people/2711,Q241386,JF,1.2.3@Antigonos,,
